Date;Power
2024-04-12 10:30:00;3.330379698677892
2024-04-12 10:31:00;3.3439036881026234
2024-04-12 10:32:00;3.3573529178019603
2024-04-12 10:33:00;3.37072772447174
2024-04-12 10:34:00;3.3840284311243867
2024-04-12 10:35:00;3.3972553467927584
2024-04-12 10:36:00;3.410408774537364
2024-04-12 10:37:00;3.423488979008828
2024-04-12 10:38:00;3.436496234825614
2024-04-12 10:39:00;3.4494307941804925
2024-04-12 10:40:00;3.462292894742168
2024-04-12 10:41:00;3.47508275968638
2024-04-12 10:42:00;3.4878005976285538
2024-04-12 10:43:00;3.500446602579041
2024-04-12 10:44:00;3.5130209540155093
2024-04-12 10:45:00;3.525523816761642
2024-04-12 10:46:00;3.537955341091804
2024-04-12 10:47:00;3.55031567026278
2024-04-12 10:48:00;3.56260491043527
2024-04-12 10:49:00;3.5748231760578904
2024-04-12 10:50:00;3.5869705596198758
2024-04-12 10:51:00;3.599047139392484
2024-04-12 10:52:00;3.6110529795195263
2024-04-12 10:53:00;3.622988130120631
2024-04-12 10:54:00;3.634852627512339
2024-04-12 10:55:00;3.646646494237392
2024-04-12 10:56:00;3.658369739313877
2024-04-12 10:57:00;3.670022358393914
2024-04-12 10:58:00;3.6816043339376376
2024-04-12 10:59:00;3.693115642429248
2024-04-12 11:00:00;3.70455622670001
2024-04-12 11:01:00;3.715605588777517
2024-04-12 11:02:00;3.726583610881504
2024-04-12 11:03:00;3.73749022583453
2024-04-12 11:04:00;3.7483253546259583
2024-04-12 11:05:00;3.759088906583789
2024-04-12 11:06:00;3.769780779744428
2024-04-12 11:07:00;3.7804008611432023
2024-04-12 11:08:00;3.790949027112816
2024-04-12 11:09:00;3.8014251436845257
2024-04-12 11:10:00;3.811829073218029
2024-04-12 11:11:00;3.8221606491878815
2024-04-12 11:12:00;3.832419715053295
2024-04-12 11:13:00;3.842606098879619
2024-04-12 11:14:00;3.852719620233983
2024-04-12 11:15:00;3.862760090472001
2024-04-12 11:16:00;3.8727273132096007
2024-04-12 11:17:00;3.88262108471388
2024-04-12 11:18:00;3.89244119432446
2024-04-12 11:19:00;3.902187424864461
2024-04-12 11:20:00;3.9118595531444695
2024-04-12 11:21:00;3.921457356156124
2024-04-12 11:22:00;3.9309805881516384
2024-04-12 11:23:00;3.940429016328741
2024-04-12 11:24:00;3.949802397741731
2024-04-12 11:25:00;3.95910048574176
2024-04-12 11:26:00;3.968323030367722
2024-04-12 11:27:00;3.977469778903267
2024-04-12 11:28:00;3.9865404763610286
2024-04-12 11:29:00;3.995534865975613
2024-04-12 11:30:00;4.004452689777757
2024-04-12 11:31:00;4.012882167013518
2024-04-12 11:32:00;4.021233566998066
2024-04-12 11:33:00;4.029506644510684
2024-04-12 11:34:00;4.037701171046147
2024-04-12 11:35:00;4.045816914133274
2024-04-12 11:36:00;4.053853643132679
2024-04-12 11:37:00;4.061811129849443
2024-04-12 11:38:00;4.069689149077958
2024-04-12 11:39:00;4.077487479152871
2024-04-12 11:40:00;4.085205902571962
2024-04-12 11:41:00;4.092844206487084
2024-04-12 11:42:00;4.100402183335489
2024-04-12 11:43:00;4.107879631405344
2024-04-12 11:44:00;4.115276360046833
2024-04-12 11:45:00;4.122592171701445
2024-04-12 11:46:00;4.129826890407519
2024-04-12 11:47:00;4.136980343728416
2024-04-12 11:48:00;4.144052368039945
2024-04-12 11:49:00;4.151042809065493
2024-04-12 11:50:00;4.157951522598665
2024-04-12 11:51:00;4.164778374981108
2024-04-12 11:52:00;4.171523243766128
2024-04-12 11:53:00;4.178186018310913
2024-04-12 11:54:00;4.18476660036823
2024-04-12 11:55:00;4.191264908771977
2024-04-12 11:56:00;4.197680863783184
2024-04-12 11:57:00;4.204014412109629
2024-04-12 11:58:00;4.210265511198806
2024-04-12 11:59:00;4.216434133920453
2024-04-12 12:00:00;4.222520269212565
2024-04-12 12:01:00;4.228192228361516
2024-04-12 12:02:00;4.233781563020929
2024-04-12 12:03:00;4.239288321041672
2024-04-12 12:04:00;4.244712568581247
2024-04-12 12:05:00;4.250054390732892
2024-04-12 12:06:00;4.255313895478363
2024-04-12 12:07:00;4.260491200556654
2024-04-12 12:08:00;4.265586454746356
2024-04-12 12:09:00;4.270599824565334
2024-04-12 12:10:00;4.275531498356494
2024-04-12 12:11:00;4.280381686794445
2024-04-12 12:12:00;4.285150623477401
2024-04-12 12:13:00;4.289838565468045
2024-04-12 12:14:00;4.294445793823189
2024-04-12 12:15:00;4.298972614161091
2024-04-12 12:16:00;4.303419357131895
2024-04-12 12:17:00;4.307786381790209
2024-04-12 12:18:00;4.31207406472819
2024-04-12 12:19:00;4.316282817674523
2024-04-12 12:20:00;4.320413076535085
2024-04-12 12:21:00;4.324465304686925
2024-04-12 12:22:00;4.32843999345447
2024-04-12 12:23:00;4.332337662530273
2024-04-12 12:24:00;4.336158860378121
2024-04-12 12:25:00;4.33990416465036
2024-04-12 12:26:00;4.343574182515281
2024-04-12 12:27:00;4.347169551030556
2024-04-12 12:28:00;4.350690937455014
2024-04-12 12:29:00;4.354139041748579
2024-04-12 12:30:00;4.357514587960995
2024-04-12 12:31:00;4.360491882990095
2024-04-12 12:32:00;4.363397966630566
2024-04-12 12:33:00;4.366233671375759
2024-04-12 12:34:00;4.368999860857405
2024-04-12 12:35:00;4.371697429927777
2024-04-12 12:36:00;4.37432730463656
2024-04-12 12:37:00;4.376890442210316
2024-04-12 12:38:00;4.379387830943385
2024-04-12 12:39:00;4.381820490026519
2024-04-12 12:40:00;4.384189471040187
2024-04-12 12:41:00;4.386495850723197
2024-04-12 12:42:00;4.388740740986974
2024-04-12 12:43:00;4.390925281447105
