Val,Obj,totalImport,totalExport,costImport,costExport
463.18,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
473.18,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
483.18,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
493.18,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
503.18,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
513.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
523.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
533.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
543.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
553.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
563.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
573.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
583.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
593.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
603.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
613.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
623.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
633.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
643.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
653.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
663.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
673.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
683.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
693.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
703.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
713.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
723.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
733.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
743.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
753.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
763.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
773.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
783.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
793.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
803.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
813.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
823.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
833.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
843.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
853.1800000000001,-0.19450758786525388,7.083213313167368,8.137239310718234,0.21235437767065785,0.4068619655359117
