Date;Power
2024-04-12 00:00:00;276.2233333333333
2024-04-12 00:01:00;275.7883333333333
2024-04-12 00:02:00;267.8
2024-04-12 00:03:00;262.1666666666667
2024-04-12 00:04:00;257.665
2024-04-12 00:05:00;253.6516666666666
2024-04-12 00:06:00;251.79500000000007
2024-04-12 00:07:00;250.75
2024-04-12 00:08:00;249.83666666666664
2024-04-12 00:09:00;249.045
2024-04-12 00:10:00;248.81166666666675
2024-04-12 00:11:00;248.67166666666668
2024-04-12 00:12:00;248.58666666666664
2024-04-12 00:13:00;205.91833333333332
2024-04-12 00:14:00;120.0
2024-04-12 00:15:00;120.0
2024-04-12 00:16:00;120.0
2024-04-12 00:17:00;120.0
2024-04-12 00:18:00;120.0
2024-04-12 00:19:00;120.0
2024-04-12 00:20:00;120.0
2024-04-12 00:21:00;120.0
2024-04-12 00:22:00;120.0
2024-04-12 00:23:00;120.0
2024-04-12 00:24:00;120.0
2024-04-12 00:25:00;120.0
2024-04-12 00:26:00;120.0
2024-04-12 00:27:00;120.0
2024-04-12 00:28:00;120.0
2024-04-12 00:29:00;120.0
2024-04-12 00:30:00;120.0
2024-04-12 00:31:00;120.0
2024-04-12 00:32:00;120.0
2024-04-12 00:33:00;120.0
2024-04-12 00:34:00;120.0
2024-04-12 00:35:00;120.0
2024-04-12 00:36:00;120.0
2024-04-12 00:37:00;120.0
2024-04-12 00:38:00;120.0
2024-04-12 00:39:00;120.0
2024-04-12 00:40:00;120.0
2024-04-12 00:41:00;120.0
2024-04-12 00:42:00;208.33166666666665
2024-04-12 00:43:00;276.8833333333333
2024-04-12 00:44:00;271.48
2024-04-12 00:45:00;264.1050000000001
2024-04-12 00:46:00;259.78666666666663
2024-04-12 00:47:00;255.01833333333332
2024-04-12 00:48:00;252.56500000000003
2024-04-12 00:49:00;251.11666666666676
2024-04-12 00:50:00;250.27666666666667
2024-04-12 00:51:00;249.28
2024-04-12 00:52:00;248.88999999999996
2024-04-12 00:53:00;248.73000000000005
2024-04-12 00:54:00;248.615
2024-04-12 00:55:00;248.53
2024-04-12 00:56:00;133.10166666666666
2024-04-12 00:57:00;120.0
2024-04-12 00:58:00;120.0
2024-04-12 00:59:00;120.0
2024-04-12 01:00:00;120.0
2024-04-12 01:01:00;120.0
2024-04-12 01:02:00;120.0
2024-04-12 01:03:00;120.0
2024-04-12 01:04:00;120.0
2024-04-12 01:05:00;120.0
2024-04-12 01:06:00;120.0
2024-04-12 01:07:00;120.0
2024-04-12 01:08:00;120.0
2024-04-12 01:09:00;120.0
2024-04-12 01:10:00;120.0
2024-04-12 01:11:00;120.0
2024-04-12 01:12:00;120.0
2024-04-12 01:13:00;120.0
2024-04-12 01:14:00;120.0
2024-04-12 01:15:00;120.0
2024-04-12 01:16:00;182.33666666666667
2024-04-12 01:17:00;276.68833333333333
2024-04-12 01:18:00;273.0083333333333
2024-04-12 01:19:00;265.06
2024-04-12 01:20:00;260.5516666666667
2024-04-12 01:21:00;255.6916666666666
2024-04-12 01:22:00;252.90000000000003
2024-04-12 01:23:00;251.25666666666663
2024-04-12 01:24:00;250.405
2024-04-12 01:25:00;249.44000000000003
2024-04-12 01:26:00;248.92833333333328
2024-04-12 01:27:00;248.74666666666675
2024-04-12 01:28:00;248.6316666666667
2024-04-12 01:29:00;248.54666666666665
2024-04-12 01:30:00;154.51833333333337
2024-04-12 01:31:00;120.0
2024-04-12 01:32:00;120.0
2024-04-12 01:33:00;120.0
2024-04-12 01:34:00;120.0
2024-04-12 01:35:00;120.0
2024-04-12 01:36:00;120.0
2024-04-12 01:37:00;120.0
2024-04-12 01:38:00;120.0
2024-04-12 01:39:00;120.0
2024-04-12 01:40:00;120.0
2024-04-12 01:41:00;120.0
2024-04-12 01:42:00;120.0
2024-04-12 01:43:00;120.0
2024-04-12 01:44:00;120.0
2024-04-12 01:45:00;120.0
2024-04-12 01:46:00;203.1216666666667
2024-04-12 01:47:00;276.8533333333333
2024-04-12 01:48:00;271.80333333333334
2024-04-12 01:49:00;264.285
2024-04-12 01:50:00;259.94500000000005
2024-04-12 01:51:00;255.14666666666668
2024-04-12 01:52:00;252.63
2024-04-12 01:53:00;251.145
2024-04-12 01:54:00;250.2983333333333
2024-04-12 01:55:00;249.315
2024-04-12 01:56:00;248.89666666666665
2024-04-12 01:57:00;248.7333333333334
2024-04-12 01:58:00;248.6183333333333
2024-04-12 01:59:00;248.53333333333333
2024-04-12 02:00:00;137.38500000000002
2024-04-12 02:01:00;120.0
2024-04-12 02:02:00;120.0
2024-04-12 02:03:00;120.0
2024-04-12 02:04:00;120.0
2024-04-12 02:05:00;120.0
2024-04-12 02:06:00;120.0
2024-04-12 02:07:00;120.0
2024-04-12 02:08:00;120.0
2024-04-12 02:09:00;120.0
2024-04-12 02:10:00;120.0
2024-04-12 02:11:00;120.0
2024-04-12 02:12:00;120.0
2024-04-12 02:13:00;120.0
2024-04-12 02:14:00;120.0
2024-04-12 02:15:00;120.0
2024-04-12 02:16:00;120.0
2024-04-12 02:17:00;120.0
2024-04-12 02:18:00;120.0
2024-04-12 02:19:00;120.0
2024-04-12 02:20:00;120.0
2024-04-12 02:21:00;120.0
2024-04-12 02:22:00;120.0
2024-04-12 02:23:00;120.0
2024-04-12 02:24:00;120.0
2024-04-12 02:25:00;120.0
2024-04-12 02:26:00;120.0
2024-04-12 02:27:00;120.0
2024-04-12 02:28:00;120.0
2024-04-12 02:29:00;120.0
2024-04-12 02:30:00;120.0
2024-04-12 02:31:00;120.0
2024-04-12 02:32:00;120.0
2024-04-12 02:33:00;120.0
2024-04-12 02:34:00;120.0
2024-04-12 02:35:00;221.3683333333333
2024-04-12 02:36:00;276.8366666666667
2024-04-12 02:37:00;270.73833333333334
2024-04-12 02:38:00;263.68833333333333
2024-04-12 02:39:00;259.37833333333333
2024-04-12 02:40:00;254.7133333333333
2024-04-12 02:41:00;252.405
2024-04-12 02:42:00;251.0466666666667
2024-04-12 02:43:00;250.20333333333332
2024-04-12 02:44:00;249.215
2024-04-12 02:45:00;248.87333333333328
2024-04-12 02:46:00;248.72166666666672
2024-04-12 02:47:00;248.60666666666663
2024-04-12 02:48:00;247.9883333333333
2024-04-12 02:49:00;122.92666666666668
2024-04-12 02:50:00;120.0
2024-04-12 02:51:00;120.0
2024-04-12 02:52:00;120.0
2024-04-12 02:53:00;120.0
2024-04-12 02:54:00;120.0
2024-04-12 02:55:00;120.0
2024-04-12 02:56:00;120.0
2024-04-12 02:57:00;120.0
